uuid,Keywords,label
1585,Fourier Transform Infrared Spectroscopy and Vibrational Circular Dichroism Assisted Elucidation of the Solution-State Supramolecular Speciation in Racemic and Enantiopure Ketoprofen,1
1586,Natural gas market and underground gas storage development in China,0
1587,A comparison of assays for the detection of Cryptosporidium parvum in the feces of scouring calves,1
1588,Latilactobacillus curvatus BYB3 Isolated from Kimchi Alleviates Dextran Sulfate Sodium (DSS)-Induced Colitis in Mice by Inhibiting IL-6 and TNF-R1 Production,1
1589,COVID-19 detection from CT scans using a two-stage framework,0
1590,"Energy, efficiency, economic impact, and heat transfer aspects of solar flat plate collector with Al2O3 nanofluids and wire coil with core rod inserts",1
1591,Environmental impacts of recycling crystalline silicon (c-SI) and cadmium telluride (CDTE) solar panels,1
1592,"Comparing performances, costs and energy balance of ex situ remediation processes for PAH-contaminated marine sediments",1
1593,Global Patterns in Marine Sediment Carbon Stocks,1
1594,A sustainable development framework for a cleaner multi-item multi-stage textile production system with a process improvement initiative,0
1595,Performance Analysis of a New Electricity and Freshwater Production System Based on an Integrated Gasification Combined Cycle and Multi-Effect Desalination,0
1596,A left atrial hamartoma of mature cardiac myocytes,1
1597,Study of the Involvement of the P2Y12 Receptor in Chronic Itching in Type 2 Diabetes Mellitus,1
1598,Exopolysaccharides-Producing Biofilm Bacteria from Submerged Seawater Substrate for Bioremediation of Heavy Metal Contamination,1
1599,Impacts of heavy metal pollution on the ionomes and transcriptomes of Western mosquitofish (Gambusia affinis),1
1600,From the perspective of Turkish women: intimate partner violence and perceived stress level in the Covid-19 pandemic,1
1601,Discrete field potentials produced by coherent activation of spinal dorsal horn neurons,1
1602,Evaluation and governance of green development practice of port: A sea port case of China,0
1603,"Influence of Gd3+ doping concentration on the properties of Na(Y,Gd)F4:Yb3+, Tm3+ upconverting nanoparticles and their long-term aging behavior",1
1604,Relationship between inward FDI and environmental degradation for Pakistan: an exploration of pollution haven hypothesis through ARDL approach,1
1605,Evapotranspiration partitioning assessment using a machine-learning-based leaf area index and the two-source energy balance model with sUAV information,1
1606,"Integrated techno-economic modeling, flexibility analysis, and business case assessment of an urban virtual power plant with multi-market co-optimization",0
1607,"Microalgal Preference and Feeding Density of Selected Microalgae Diets by Blue Swimming Crab Portunus pelagicus (Linnaeus, 1758)",1
1608,A novel conformable fractional non-homogeneous grey model for forecasting carbon dioxide emissions of BRICS countries,0
1609,Waste tire recycling assessment: Road application potential and carbon emissions reduction analysis of crumb rubber modified asphalt in China,0
1610,Hookups Among U.S. College Students: Examining the Association Between Hookup Motives and Personal Affect,1
1611,Moving to economic growth without water demand growth - a decomposition analysis of decoupling from economic growth and water use in 31 provinces of China,1
1612,A coupling methodology of the analytic hierarchy process and entropy weight theory for assessing coastal water quality,1
1613,"Revisiting the Dynamics of Tourism, Economic Growth, and Environmental Pollutants in the Emerging Economies-Sustainable Tourism Policy Implications",1
1614,Shrinking ageing population and other drivers of energy consumption and CO2 emission in the residential sector: A case from Eastern Europe,1
1615,Multi-step ahead forecasting of regional air quality using spatial-temporal deep neural networks: A case study of Huaihai Economic Zone,0
1616,Robust stochastic optimal dispatching method of multi-energy virtual power plant considering multiple uncertainties,0
1617,Hormone replacement therapy - Current recommendations,1
1618,Change Point Inference in the Presence of Missing Covariates for Principal Surrogate Evaluation in Vaccine Trials,1
1619,The Marine Plastic Litter Issue: A Social-Economic Analysis,1
1620,Targeted PET/MRI Imaging Super Probes: A Critical Review of Opportunities and Challenges,1
1621,Does communicable diseases (including COVID-19) may increase global poverty risk? A cloud on the horizon,1
1622,Levels and sources of hourly PM2.5-related elements during the control period of the COVID-19 pandemic at a rural site between Beijing and Tianjin,1
1623,A spatial econometric empirical research on the impact of industrial agglomeration on haze pollution in China,1
1624,Evaluation of seismic performance factors for tension-only braced frames,0
1625,Do environmental conservation programs contribute to sustainable livelihoods? Evidence from China's grain-for-green program in northern Shaanxi province,0
1626,"The InVEST Habitat Quality Model Associated with Land Use/Cover Changes: A Qualitative Case Study of the Winike Watershed in the Omo-Gibe Basin, Southwest Ethiopia",1
1627,Influence of hybrid SiO2 and CeO2 nanoparticles on diesel engine emission operated with distilled tire oil blend,1
1628,A hybrid intelligent system for designing optimal proportions of recycled aggregate concrete,0
1629,Implications of peroxisome proliferator-activated receptor gamma (PPARY) with the intersection of organophosphate flame retardants and diet-induced obesity in adult mice,1
1630,From a non-targeted metabolomics approach to a targeted biomarkers strategy to highlight testosterone abuse in equine. Illustration of a methodological transfer between platforms and laboratories,1
1631,Development of spectral-phenological features for deep learning to understand Spartina alterniflora invasion,0
1632,Middle East respiratory syndrome coronavirus infection in camelids,1
1633,Surgical Techniques for Thoracolumbar Spine Fractures: WFNS Spine Committee Recommendations,1
1634,The relationship between biomass energy consumption and human development: Empirical evidence from BRICS countries,0
1635,Seasonal Betacoronavirus Antibodies' Expansion Post-BNT161b2 Vaccination Associates with Reduced SARS-CoV-2 VoC Neutralization,1
1636,Does financial development and foreign direct investment improve environmental quality? Evidence from belt and road countries,1
1637,Large-scale production and transport of hydrogen from Norway to Europe and Japan: Value chain analysis and comparison of liquid hydrogen and ammonia as energy carriers,0
1638,Enhancing waste to hydrogen production through biomass feedstock blending: A techno-economic-environmental evaluation,1
1639,Positive and negative social contacts with immigrants from different groups: Investigating the role of group appraisal and opportunity for contact using network analysis,1
1640,Overview of Sankey flow diagrams: Focusing on symptom trajectories in older adults with advanced cancer,1
1641,"Novel biosynthesis, characterization and bio-catalytic potential of green algae ( Spirogyra hyalina) mediated silver nanomaterials",1
1642,Analysis of Compound Climate Extremes and Exposed Population in Africa Under Two Different Emission Scenarios,1
1643,Energy and economic analysis of a variable-geometry ejector in solar cooling systems for residential buildings,0
1644,SARS-CoV-2 might transmit through the skin while the skin barrier function could be the mediator,1
1645,"Refining biomass residues for sustainable energy and bio-products: An assessment of technology, its importance, and strategic applications in circular bio-economy",0
1646,The impact of carbon trading on economic output and carbon emissions reduction in China's industrial sectors,1
1647,"Yokenella regensburgei, a novel pathogen in farmed American alligators",1
1648,Efficient design of cold-formed steel bolted-moment connections for earthquake resistant frames,0
1649,"Risk Factors, Lifestyle Behaviors, and Vascular Brain Health",1
1650,The Effect of Renewable and Nuclear Energy Consumption on Decoupling Economic Growth from CO2 Emissions in Spain,1
1651,A study on the correlation between spleen volume estimated via cavalieri principle on computed tomography images with basic hemogram and biochemical blood parameters,1
1652,A Novel Framework of Reservoir Computing for Deterministic and Probabilistic Wind Power Forecasting,0
1653,Evolution of sustainability in global green building rating tools,0
1654,The Experiences of People With Advanced Cancer and Professionals Participating in a Program With Focus on Rehabilitation and Palliative Care,1
1655,Value addition in the services sector and its heterogeneous impacts on CO2 emissions: revisiting the EKC hypothesis for the OPEC using panel spatial estimation techniques,0
1656,Trade liberalization and haze pollution: Evidence from China,1
1657,En bloc resection and vascularized ulnar pedicle graft reconstruction with plate fixation for giant cell tumour of the distal radius,1
1658,"Co-variance nexus between COVID-19 mortality, humidity, and air quality index in Wuhan, China: New insights from partial and multiple wavelet coherence",1
1659,Knockdown of forkhead box protein P1 alleviates hypoxia reoxygenation injury in H9c2 cells through regulating Pik3ip1/Akt/eNOS and ROS/mPTP pathway,1
1660,The fear of being infected and fired: Examining the dual job stressors of hospitality employees during COVID-19,1
1661,"Renewable energy, urbanization, and ecological footprint linkage in CIVETS",1
1662,Remanufacturing oriented multilayer cladding morphology prediction using a new second order fitting method,1
1663,Exonic variants in multiple myeloma patients associated with relapsed/ refractory and response to bortezomib regimens,1
1664,Techno-Economical Model Based Optimal Sizing of PV-Battery Systems for Microgrids,0
1665,The prominence of renewable and non-renewable electricity generation on the environmental Kuznets curve: A case study of Ethiopia,0
1666,"Dynamic interactive effects of urban land-use efficiency, industrial transformation, and carbon emissions",0
1667,Development of sustainable approaches for converting the organic waste to bioenergy,0
1668,Air quality during the COVID-19: PM2.5 analysis in the 50 most polluted capital cities in the world,0
1669,The Moderating Effect of Institutional Quality on the Financial Development and Environmental Quality Nexus,0
1670,Modulation of growth performance and coordinated induction of ascorbate-glutathione and methylglyoxal detoxification systems by salicylic acid mitigates salt toxicity in choysum (Brassica parachinensis L.),1
1671,Pharmacophore screening to identify natural origin compounds to target RNA-dependent RNA polymerase (RdRp) of SARS-CoV2,1
1672,GAK and PRKCD kinases regulate basal mitophagy,1
1673,Death by waste: Fashion and textile circular economy case,0
1674,A causal municipal solid waste management model for sustainable cities in Vietnam under uncertainty: A comparison,0
1675,Assessing agricultural eco-efficiency in Italian Regions,0
1676,No-till and mulching enhance energy use efficiency and reduce carbon footprint of a direct-seeded upland rice production system,0
1677,"How fairness perceptions, embeddedness, and knowledge sharing drive green innovation in sustainable supply chains: An equity theory and network perspective to achieve sustainable development goals",0
1678,Political economy of renewable energy: Does institutional quality make a difference in renewable energy consumption?,0
1679,A novel approach for developing a green Ultra-High Performance Concrete (UHPC) with advanced particles packing meso-structure,0
1680,"Transcriptome Analysis and Functional Validation Identify a Putative bZIP Transcription Factor, Fpkapc, that Regulates Development, Stress Responses, and Virulence in Fusarium pseudograminearum",1
1681,Decision-making method of heavy-duty machine tool remanufacturing based on AHP-entropy weight and extension theory,0
1682,"Renewable and non-renewable energy consumption, economic complexity, CO2 emissions, and ecological footprint in the USA: testing the EKC hypothesis with a structural break",0
1683,"The influence of renewable energy use, human capital, and trade on environmental quality in South Africa: multiple structural breaks cointegration approach",1
1684,An update of the benchmark post-combustion CO2-capture technology,0
1685,Nanomedicine formulations for respiratory infections by inhalation delivery: Covid-19 and beyond,1
1686,Phytochemical Contents of Different Parts of the Seeded Raisins from the South-East Anatolia: Enzyme Inhibitory Potential of Pulp Extracts,1
1687,Assessment of vulnerability and hydrogeochemical specifications of Bahabad Yazd Plain aquifer,1
1688,Characteristics of retracted editorial articles in the biomedical literature,1
1689,"How Is Mortality Affected by Fossil Fuel Consumption, CO2 Emissions and Economic Factors in CIS Region?",1
1690,Distinct gene regulatory signatures of dominance rank and social bond strength in wild baboons,1
1691,"Solar energy potential assessment: A framework to integrate geographic, technological, and economic indices for a potential analysis",0
1692,Economic and resource and environmental carrying capacity trade-off analysis in the Haihe River basin in China,0
1693,The role of technology innovation and people's connectivity in testing environmental Kuznets curve and pollution heaven hypotheses across the Belt and Road host countries: new evidence from Method of Moments Quantile Regression,1
1694,The long-term spatial and temporal distribution of aerosol optical depth and its associated atmospheric circulation over Southeast Africa,1
1695,How do paramedics cope? A scoping review,1
1696,Machine learning approaches for spatial modeling of agricultural droughts in the south-east region of Queensland Australia,0
1697,Study on coupling coordination and spatiotemporal heterogeneity between economic development and ecological environment of cities along the Yellow River Basin,1
1698,"COVID-19, the Food System and the Circular Economy: Challenges and Opportunities",0
1699,Determination of favipiravir in human plasma using homogeneous liquid-liquid microextraction followed by HPLC/UV,1
1700,The impact of digital technology usage on economic growth in Africa,0
1701,Crossover Effects of Education on Health within Married Couples,0
1702,Does an N-shaped association exist between pollution and ICT in Turkey? ARDL and quantile regression approaches,0
1703,"[Scale of Eating Behavior Phenotypes (EFCA), confirmatory factor analysis and psychometric properties]",1
1704,CT-based evaluation of the acetabulum for age estimation in an Indian population,1
1705,Comparison of tablet splitting techniques for dosing accuracy of nebivolol tablets: Hand splitting versus tablet cutter and knife,1
1706,Targeted protein degradation: from small molecules to complex organelles-a Keystone Symposia report,1
1707,Dietary determinants of healthy/unhealthy metabolic phenotype in individuals with normal weight or overweight/obesity: a systematic review,1
1708,Optimizing Physiology During Prehospital Airway Management: An NAEMSP Position Statement and Resource Document,1
1709,Complement blockade with eculizumab to treat acute symptomatic humoral rejection after heart transplantation,1
1710,The role of globalization in CO2 emissions: A semi-parametric panel data analysis for G7,0
1711,"A Case Study of a Community Health Worker Program Located in Low-Income Housing in Richmond, Virginia",1
1712,"Herbivore-induced plant volatiles, not natural enemies, mediate a positive indirect interaction between insect herbivores",1
1713,"An empirical nexus between economic growth, energy utilization, trade policy, and ecological footprint: a continent-wise comparison in upper-middle-income countries",1
1714,Sustainability in Tourism as an Innovation Driver: An Analysis of Family Business Reality,0
1715,Dynamic hydrogen production from PV & wind direct electricity supply - Modeling and techno-economic assessment,0
1716,"Filtering Touch: An Ethnography of Dirt, Danger, and Industrial Robots",0
1717,Income Inequality and CO(2)Emissions in Developing Countries: The Moderating Role of Financial Instability,1
1718,Examining Effects of the COVID-19 National Lockdown on Ambient Air Quality Across Urban India,1
1719,The effect of health anxiety levels experienced by nurses in the COVID-19 period on conscience perceptions: A cross-sectional study,1
1720,Driving force analysis of carbon emissions in China's building industry: 2000-2015,1
1721,Restraint Stress Delays the Recovery of Neurological Impairments and Exacerbates Brain Damages through Activating Endoplasmic Reticulum Stress-mediated Neurodegeneration/Autophagy/Apopotosis post Moderate Traumatic Brain Injury,1
1722,"Environmental degradation: The role of electricity consumption, economic growth and globalisation",1
1723,"Electricity generation from a three-horizontal-well enhanced geothermal system in the Qiabuqia geothermal field, China: Slickwater fracturing treatments for different reservoir scenarios",0
1724,Neural systems that facilitate the representation of social rank,0
1725,Interactions of high-rate nitrate reduction and heavy metal mitigation in iron-carbon-based constructed wetlands for purifying contaminated groundwater,1
1726,Trials and Treatments for Vascular Brain Health: Risk Factor Modification and Cognitive Outcomes,1
1727,Shared and unique affective abnormalities in schizotypy dimensions,1
1728,"Of Semiotics, the Marginalised and Laws During the Lockdown in India",1
1729,Research on the impact of multi-dimensional urbanization on China's carbon emissions under the background of COP21,0
1730,Thermodynamic analysis on the combination of supercritical carbon dioxide power cycle and transcritical carbon dioxide refrigeration cycle for the waste heat recovery of shipboard,0
1731,How to achieve green growth in China's agricultural sector,0
1732,Clinical phenotype and musculoskeletal characteristics of patients with aggrecan deficiency,1
1733,Atypical presentations and course of JC virus infection,1
1734,Compressive strength prediction of eco-efficient GGBS-based geopolymer concrete using GEP method,0
1735,Spatiotemporal evolving patterns of bike-share mobility networks and their associations with land-use conditions before and after the COVID-19 outbreak,0
1736,Key factors influencing public awareness of household solid waste recycling in urban areas of China: A case study,1
1737,Fluorescent ABC-Triblock Polymer Nanocarrier for Cisplatin Delivery to Cancer Cells,1
1738,"The novel HLA-DRB1*13:306 allele, identified by sequencing-based typing in a Chinese individual",1
1739,Vehicle routing problem in cold Chain logistics: A joint distribution model with carbon trading mechanisms,0
1740,"Combining climate, economic, and social policy builds public support for climate action in the US",0
1741,Targets for a circular economy,0
1742,Getting Fit to Counteract Cognitive Aging: Evidence and Future Directions,1
1743,"Takotsubo Syndrome: A Review of Presentation, Diagnosis and Management",1
1744,Evaluation of the exposure risk of SARS-CoV-2 in different hospital environment,1
1745,Creativity as a mediator between personal accomplishment and task performance: A multigroup analysis based on gender during the COVID-19 pandemic,1
1746,Sustainable supplier selection: A novel integrated fuzzy best worst method (F-BWM) and fuzzy CoCoSo with Bonferroni (CoCoSo'B) multi-criteria model,0
1747,"Membranes for zinc-air batteries: Recent progress, challenges and perspectives",0
1748,"Flexible environmental policy, technological innovation and sustainable development of China's industry: The moderating effect of environment regulatory enforcement",0
1749,Autophagy mediates the clearance of oligodendroglial SNCA/alpha-synuclein and TPPP/p25A in multiple system atrophy models,1
1750,Procyanidin A1 alleviates DSS-induced ulcerative colitis via regulating AMPK/mTOR/p70S6K-mediated autophagy,1
1751,Study on the interactive influence between economic growth and environmental pollution,0
1752,"Site selection of wind farms using GIS and multi-criteria decision making method in Wafangdian, China",0
1753,Battery-Driven N2 Electrolysis Enabled by High-Entropy Catalysts: From Theoretical Prediction to Prototype Model,1
1754,Entrepreneurship as the Unsung Hero during the Current COVID-19 Economic Crisis: Australian Perspectives,1
1755,Does electricity consumption and globalization increase pollutant emissions? Implications for environmental sustainability target for China,1
1756,Industry 4.0 sustainable supply chains: An application of an IoT enabled scrap metal management solution,0
1757,Evaluation of 3-month follow-up of patients with postacute COVID-19 syndrome,1
1758,Zero-waste approach in municipal solid waste incineration: Reuse of bottom ash to stabilize fly ash,0
1759,Cooperative breeding and the emergence of multilevel societies in birds,1
1760,The centennial of the pecking order: current state and future prospects for the study of dominance hierarchies,0
1761,Short interval intracortical inhibition: Variability of amplitude and threshold-tracking measurements with 6 or 10 stimuli per point,1
1762,Epidemiological Aspects and Psychological Reactions to COVID-19 of Dental Practitioners in the Northern Italy Districts of Modena and Reggio Emilia,1
1763,Task demands moderate the effect of emotion on attentional capture,1
1764,Ensemble learning-based structural health monitoring by Mahalanobis distance metrics,0
1765,Giant Multilocular Prostatic Cystadenoma in a 14-Year-Old Male: A Case Report of a Pediatric Pelvic Mass,1
1766,Supply chain resilience in the UK during the coronavirus pandemic: A resource orchestration perspective,1
1767,Exploring the nonlinear association between environmental regulation and carbon intensity in China: The mediating effect of green technology,1
1768,Application of life cycle analysis to assess environmental sustainability of wheat cultivation in the west of Iran,0
1769,"Distribution of COVID-19 Morbidity Rate in Association with Social and Economic Factors in Wuhan, China: Implications for Urban Development",1
1770,Comparative economic and life cycle assessment of solar-based hydrogen production for oil and gas industries,0
1771,Quantifying the green view indicator for assessing urban greening quality: An analysis based on Internet-crawling street view data,1
1772,"The BCH message banking process™, voice banking, and double-dipping™",1
1773,Sesamol prevents mitochondrial impairment and pro-inflammatory alterations in the human neuroblastoma SH-SY5Y cells: role for Nrf2,1
1774,Preventive and therapeutic aspects of fermented foods,1
1775,"Geothermal driven micro-CCHP for domestic application - Exergy, economic and sustainability analysis",0
1776,"Energy, exergy, economic and exergoenvironmental analyses of gas and air bottoming cycles for production of electricity and hydrogen with gas reformer",0
1777,The role of junctophilin proteins in cellular function,1
1778,"Associations between pro-environmental behaviour and neighbourhood nature, nature visit frequency and nature appreciation: Evidence from a nationally representative survey in England",1
1779,Strategies to Manage the Impacts of the COVID-19 Pandemic in the Supply Chain: Implications for Improving Economic and Social Sustainability,0
1780,Icariin regulates miR-23a-3p-mediated osteogenic differentiation of BMSCs via BMP-2/Smad5/Runx2 and WNT/β-catenin pathways in osteonecrosis of the femoral head,1
1781,Combined heat and power from hydrothermal geothermal resources in Germany: An assessment of the potential,0
1782,Mapping the Sustainable Development Goals Relationships,0
1783,Tufted hairs: A bouquet of flowers in different hair diseases,1
1784,Impact of green finance on economic development and environmental quality: a study based on provincial panel data from China,1
1785,Bayesian auxiliary variable model for birth records data with qualitative and quantitative responses,0
1786,Inhibition of TRPM2 by AG490 Is Neuroprotective in a Parkinson's Disease Animal Model,1
1787,Circular Economy Innovation and Environmental Sustainability Impact on Economic Growth: An Integrated Model for Sustainable Development,0
1788,mitoDataclean: A machine learning approach for the accurate identification of cross-contamination-derived tumor mitochondrial DNA mutations,1
1789,Investigation of Cu metal nanoparticles with different morphologies to inhibit SARS-CoV-2 main protease and spike glycoprotein using Molecular Docking and Dynamics Simulation,1
1790,"Vitamin D2 protects acute and repeated noise stress induced behavioral, biochemical, and histopathological alterations: Possible antioxidant effect",1
1791,"Investigation of an integrated system combining an Organic Rankine Cycle and absorption chiller driven by geothermal energy: Energy, exergy, and economic analyses and optimization",0
1792,Exploring the folding energy landscapes of heme proteins using a hybrid AWSEM-heme model,1
1793,A comparative analysis of novel combined flash-binary cycles for Sabalan geothermal wells: Thermodynamic and exergoeconomic viewpoints,0
1794,Do country risks influence carbon dioxide emissions? A non-linear perspective,0
1795,"Impaired Metacognitive Differentiation, High Difficulty in Controlling Impulses and Non-acceptance of Emotions are Associated With the Severity of Gambling Disorder",1
1796,"Energy production and trade openness: Assessing economic growth, CO2 emissions and the applicability of the cointegration analysis",0
1797,Comparative assessment of engine performance and emissions fueled with three different biodiesel generations,0
1798,"Production of type-B trichothecenes by Fusarium meridionale, F. graminearum, and F. austroamericanum in wheat plants and rice medium",1
1799,"Suitability of different precipitation data sources for hydrological analysis: a study from Western Ghats, India",1
1800,Hydroelectricity consumption forecast for Pakistan using ARIMA modeling and supply-demand analysis for the year 2030,0
1801,"Plant cytoplasmic ribosomal proteins: an update on classification, nomenclature, evolution and resources",1
1802,Robust Atomic-Resolution Imaging of Lithium in Battery Materials by Center-of-Mass Scanning Transmission Electron Microscopy,0
1803,Profiling office workers based on their self-reported preferences of indoor environmental quality and psychosocial comfort at their workplace during COVID-19,1
1804,Paths and strategies for sustainable urban renewal at the neighbourhood level: A framework for decision-making,0
1805,The long reach of COVID-19: multilateral policy priorities to limit persistent divergences,1
1806,"Oil Price, Energy Consumption, and CO2 Emissions in Turkey. New Evidence from a Bootstrap ARDL Test",1
1807,"Spatio-temporal variations of ecosystem services in the urban agglomerations in the middle reaches of the Yangtze River, China",1
1808,"Air quality, health impacts and burden of disease due to air pollution (PM10, PM2.5, NO2 and O-3): Application of AirQ plus model to the Camp de Tarragona County (Catalonia, Spain)",1
1809,Healthy Relationships on the Autism Spectrum (HEARTS): A feasibility test of an online class co-designed and co-taught with autistic people,1
1810,"Recommended dairy intake is associated with healthy dietary habits, better physical fitness, less obesity and a healthier lifestyle profile in school age children",1
1811,Does cognitive flexibility change the nature of the relationship between intolerance of uncertainty and psychological symptoms during the COVID-19 outbreak in Turkey?,1
1812,The key players of parthanatos: opportunities for targeting multiple levels in the therapy of parthanatos-based pathogenesis,1
1813,Immunophenotype of the inflammatory response in the central and enteric nervous systems of cockatiels ( Nymphicus hollandicus) experimentally infected with parrot bornavirus 2,1
1814,Environmental justice and the SDGs: from synergies to gaps and contradictions,1
1815,How do single-family homeowners value residential and commercial density? It depends,0
1816,The determinants of environmental quality in the SAARC region: a spatial heterogeneous panel data approach,1
1817,Resveratrol: A Potential Protector Against Benzo[a]pyrene- Induced Lung Toxicity,1
1818,Environmental impact of biogenic silver nanoparticles in soil and aquatic organisms,1
1819,Exploring the convergence patterns of PM2.5 in Chinese cities,1
1820,"The role of tourism, transportation and globalization in testing environmental Kuznets curve in Malaysia: new insights from quantile ARDL approach",0
1821,Efficient water splitting through solid oxide electrolysis cells with a new hydrogen electrode derived from A-site cation-deficient La0.4Sr0.55Co0.2Fe0.6Nb0.2O3-delta perovskite,0
1822,"The dynamic nonlinear influence of ICT, financial development, and institutional quality on CO2 emission in Pakistan: new insights from QARDL approach",0
1823,Recent progress in the pig-to-nonhuman primate kidney transplantation model: Report of a symposium,1
1824,"Carbon emission effect of energy transition and globalization: inference from the low-, lower middle-, upper middle-, and high-income economies",1
1825,Measuring and modeling energy resilience,0
1826,Estimating environmental efficiency and convergence: 1980 to 2016,0
1827,Comparison of Biochemical Parameters and Pathomorphological Changes in Rats Receiving Standard and High-Fat Diets during Modeling of Streptozotocin Diabetes,1
1828,"Protective role of scutellarin on LPS induced - Acute lung injury and regulation of apoptosis, oxidative stress and reduction of mitochondrial dysfunction",1
1829,Clinical and Radiological Factors Affecting Thoracolumbar Fractures Outcome: WFNS Spine Committee Recommendations,1
1830,"Comparative analysis of drivers of energy consumption in China, the USA and India - A perspective from stratified heterogeneity",0
1831,Prediction of chlorophenols adsorption on activated carbons by representative pores method,1
1832,"Urban heat stress and human health in Bangkok, Thailand",1
1833,Antiplatelet therapy in cardiovascular disease: Current status and future directions,1
1834,Morphological and immunohistochemical characterization and molecular classification of spontaneous mammary gland tumors in macropods,1
1835,[Effects of the COVID-19 pandemic on health inequalities and mental health: effective public policies],1
1836,"Thermodynamic and thermoeconomic analysis of a novel ammonia-water mixture combined cooling, heating, and power (CCHP) cycle",0
1837,"Role of the Neurons, Astrocytes and Particle-Wave Duality in Conventional Electromagnetic Field, Plasma Brain Dynamics and Quantum Brain Dynamics",1
1838,"Power-to-methane, coupling CO2 capture with fuel production: An overview",0
1839,BIM-based techno-economic assessment of energy retrofitting residential buildings in hot humid climate,0
1840,"Climate change vulnerability, water resources and social implications in North Africa",0
1841,The concept of the invisible radiologist in the era of artificial intelligence,1
1842,"Impact of two waves of Sars-Cov2 outbreak on the number, clinical presentation, care trajectories and survival of patients newly referred for a colorectal cancer: A French multicentric cohort study from a large group of university hospitals",1
1843,"Comparison of gas turbine inlet air cooling systems for several climates in Iran using energy, exergy, economic, and environmental (4E) analyses",1
1844,A novel hybrid model for forecasting crude oil price based on time series decomposition,0
1845,Caregiving in a Pandemic: COVID-19 and the Well-Being of Family Caregivers 55+ in the United States,1
1846,"Diversity of rabies virus detected in Inner Mongolia, China, 2019-2021",1
1847,"WHO informal consultation on regulatory considerations for evaluation of the quality, safety and efficacy of RNA-based prophylactic vaccines for infectious diseases, 20-22 April 2021",1
1848,Examining effects of climate change and land use dynamic on biophysical and economic values of ecosystem services of a natural reserve region,0
1849,The impact of renewable energy on carbon emissions and economic growth in 15 major renewable energy-consuming countries,0
1850,Spatio-temporal dynamics of ecological security pattern of the Pearl River Delta urban agglomeration based on LUCC simulation,1
1851,The waste treatment and recycling efficiency of industrial waste processing based on two-stage data envelopment analysis with undesirable inputs,0
1852,Dimensional characteristics of the major types of amphibole mineral particles and the implications for carcinogenic risk assessment,1
1853,"Genetic characterization of influenza A virus subtypes H11N6, H11N7, and H11N9 isolated from free-grazing ducks, Thailand",1
1854,Techno-economic evaluation of indirect carbonation for CO2 emissions capture in cement industry: A system dynamics approach,0
1855,Social media user's knowledge on soil plant relationship in Saudi Arabia,1
1856,Empirical generalizations in eco-innovation: A meta-analytic approach,0
1857,Developing novel 5th generation district energy networks,0
1858,Financial Development and Foreign Direct Investment-The Moderating Role of Quality Institutions,0
1859,Networked control strategy of dual linear switched reluctance motors based time delay tracking system,0
1860,Risk assessment for oil leakage under the common threat of multiple natural hazards,0
1861,Retinoic Acid Deficiency Underlies the Etiology of Midfacial Defects,1
1862,Driving force for China's economic development under Industry 4.0 and circular economy: Technological innovation or structural change?,0
1863,A Comprehensive Review on the Electrochemical Sensing of Flavonoids,1
1864,Impacts of future climate and land use change on water yield in a semiarid basin in Iran,1
1865,Technical and economic feasibility of a 50 MW grid-connected solar PV at UENR Nsoatre Campus,0
1866,Mixture Phases Engineering of PtFe Nanofoams for Efficient Hydrogen Evolution,1
1867,Agonism and grooming behaviour explain social status effects on physiology and gene regulation in rhesus macaques,1
1868,Incidental Finding of an Aspergillus Pseudoaneurysm in the Ascending Aorta of an Immunocompetent Patient,1
1869,Motor neuron involvement expands the neuropathological phenotype of late-onset ataxia in RFC1 mutation (CANVAS),1
1870,The role of institutional quality in FDI inflows and carbon emission reduction: evidence from the global developing and belt road initiative countries,1
1871,Heavy metal pollution risk assessments and their transportation in sediment and overlay water for the typical Chinese reservoirs,1
1872,Depression in the house: The effects of household air pollution from solid fuel use among the middle-aged and older population in China,1
1873,Effects of PM2.5 on health and economic loss: Evidence from Beijing-Tianjin-Hebei region of China,0
1874,S100B in cardiac surgery brain monitoring: friend or foe?,1
1875,Mission-oriented innovation systems,0
1876,Are Trade Liberalization policies aligned with Renewable Energy Transition in low and middle income countries? An Instrumental Variable approach,0
1877,Built environment design - social sustainability relation in urban renewal,1
1878,The use of analgesics and associated factors among nursing home residents,1
1879,An essential review of Singapore's response to out-of-hospital cardiac arrests: improvements over a ten-year period,1
1880,High carriage of plasmid-mediated quinolone resistance (PMQR) genes by cefotaxime-resistant Escherichia coli recovered from surface-leaking sanitary sewers,1
1881,Regional renewable energy development in China: A multidimensional assessment,0
1882,Clinical value of routine [18F]2-fluoro-2-deoxy-d-glucose positron emission tomography scans as a decision tool for early immunotherapy discontinuation in advanced melanoma,1
1883,A multiscale integrated analysis of the factors characterizing the sustainability of food systems in Europe,0
1884,"Physicochemical, Antibacterial Properties, and Compatibility of ZnO-NP/Chitosan/β-Glycerophosphate Composite Hydrogels",1
1885,Climate impact of an optimised gas treatment on old landfills,0
1886,Water-energy nexus: Floating photovoltaic systems promoting water security and energy generation in the semiarid region of Brazil,0
1887,Toxicokinetic of cyphenothrin in rabbits,1
1888,Analysis of Consumers' Willingness to Pay for Organic and Local Honey in Serbia,1
1889,How surfactants affect the depuration of polycyclic aromatic hydrocarbons adsorbed on the mangrove leaf surfaces: insight from an in situ method,1
